Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Eponym,https://www.crunchbase.com/organization/eponym,"Commerce and Shopping, Consumer Goods","Brooklyn, New York, United States",Eponym is an online platform enabling brands to create and distribute prescription eyewear and sunglasses through their own stores.,"7,503",04/01/2010,Operating,2,"E-Commerce, Eyewear, Shopping",1,11-50,08/29/2016,"$7,000,000","$8,000,000",10,Series A,http://eponymous.co,2
Leeo,https://www.crunchbase.com/organization/leeo,"Hardware, Consumer Electronics, Internet Services","Palo Alto, California, United States","We are a team of innovators with backgrounds in safety technology,","7,512",01/01/2013,Operating,24,"Electronics, Consumer Electronics, Internet of Things",1,11-50,09/18/2014,"$37,000,000","$37,000,000",8,Series A,https://launch.leeo.com/,1
SevenFifty,https://www.crunchbase.com/organization/sevenfifty-technologies,"Travel and Tourism, Commerce and Shopping, Food and Beverage","New York, New York, United States",SevenFifty is connecting the beverage alcohol industry with a platform that helps distributors and buyers interact.,"7,520",01/01/2012,Operating,5,"Restaurants, Hospitality, Wine And Spirits, Retail",3,11-50,06/01/2016,"$8,500,000","$8,500,000",3,Series A,https://www.sevenfifty.com/,1
Kuli Kuli,https://www.crunchbase.com/organization/kuli-kuli,Health Care,"Oakland, California, United States",Kuli Kuli is a Californian startup selling a West African crop known as moringa as both a powder supplement and a health food bar.,"7,522",09/21/2011,Operating,22,"Health Care, Nutrition",4,11-50,01/11/2017,"$4,250,000","$5,350,000",9,Series A,http://kulikulifoods.com/,3
Commerce Signals,https://www.crunchbase.com/organization/commerce-signals,"Commerce and Shopping, Data and Analytics, Software, Sales and Marketing, Mobile, Advertising","Palo Alto, California, United States",Unlocking Data In Your Environment For Permissioned Use,"7,558",01/01/2014,Operating,10,"Advertising, Mobile, Analytics, Software, Retail",1,11-50,10/26/2015,"$4,000,000","$4,000,000",4,Series A,http://www.commercesignals.com,1
Pathmatics,https://www.crunchbase.com/organization/pathmatics,"Sales and Marketing, Advertising","Santa Monica, California, United States",Pathmatics provides analytics products to the online display advertising industry.,"7,607",11/01/2010,Operating,6,Advertising,2,11-50,03/02/2016,"$3,000,000","$4,700,000",13,Series A,http://www.pathmatics.com,3
Tioma Therapeutics,https://www.crunchbase.com/organization/vasculox,"Biotechnology, Science and Engineering, Health Care","St Louis, Missouri, United States",Tioma Therapeutics is a venture-stage biopharmaceutical company,"7,626",01/01/2006,Operating,6,"Therapeutics, Medical, Biotechnology",1,,08/16/2016,"$86,000,000","$95,403,801",9,Series A,https://www.tiomatherapeutics.com/,3
BitTitan,https://www.crunchbase.com/organization/bittitan,"Information Technology, Software, Internet Services","Kirkland, Washington, United States","BitTitan provides cloud solutions that simplify and improve IT activities for businesses, governments, healthcare providers.","7,656",01/01/2006,Operating,29,"Cloud Data Services, Software, Information Technology",1,51-100,06/09/2016,"$15,000,000","$15,000,000",3,Series A,http://www.bittitan.com/,1
Pied Piper,https://www.crunchbase.com/organization/pied-piper,"Hardware, Software, Internet Services","Palo Alto, California, United States",Pied Piper offers a middle-out compression solution making data storage problems smaller.,"7,662",02/01/2014,Operating,142,"Data Storage, Cloud Computing, SaaS",3,1-10,04/27/2015,"$5,000,000","$5,200,000",2,Series A,http://www.piedpiper.com,2
TradingView,https://www.crunchbase.com/organization/tradingview,"Platforms, Media and Entertainment, Software, Education, Internet Services, Financial Services, Lending and Investments, Mobile","Chicago, Illinois, United States",Blogging and research platform for financial markets,"7,664",09/01/2011,Operating,20,"Cloud Computing, iOS, Android, Finance, Education, Social Media, Internet, Stock Exchanges",2,11-50,07/16/2015,"$3,000,000","$3,752,500",18,Series A,http://www.tradingview.com,4
Nod,https://www.crunchbase.com/organization/nod,"Hardware, Consumer Electronics","Mountain View, California, United States",Nod seamlessly transforms your movements into commands. Nod accurately tracks your body and convey intent and identity to your environment.,"7,665",05/01/2013,Operating,3,"Consulting, Hardware, Consumer Electronics",1,11-50,06/16/2015,"$13,500,000","$16,000,000",6,Series A,https://nod.com/,2
PerceptIn,https://www.crunchbase.com/organization/perceptin,"Science and Engineering, Hardware, Software","Santa Clara, California, United States","PerceptIn provides the all-in-one perception, insight, and intelligence solutions.","7,672",03/01/2016,Operating,4,"Robotics, Software, Computer Vision",1,,02/18/2017,"$8,000,000","$9,600,000",4,Series A,http://www.perceptin.io,2
SnapMD,https://www.crunchbase.com/organization/snapmd,"Information Technology, Health Care","Glendale, California, United States",SnapMD operates a cloud-based patient-to-provider telemedicine platform that connects individuals with pediatric physicians in the U.S.,"7,677",01/01/2013,Operating,2,"Health Care, Information Technology, SaaS",4,11-50,01/09/2017,"$3,250,000","$9,150,000",4,Series A,http://www.snap.md,4
Natero,https://www.crunchbase.com/organization/natero,"Data and Analytics, Software","Mountain View, California, United States","Natero harnesses your data to predict, analyze and drive customer behavior.","7,681",05/01/2012,Operating,14,"SaaS, Machine Learning, Big Data, Analytics",3,11-50,04/07/2014,"$3,334,176","$3,334,176",4,Series A,https://www.natero.com,1
Enervee,https://www.crunchbase.com/organization/enervee,"Energy, Commerce and Shopping, Sustainability, Data and Analytics","Venice, California, United States",The world's first energy efficiency commerce platform.,"7,684",01/01/2010,Operating,11,"E-Commerce, Analytics, Clean Energy, Energy Efficiency",1,11-50,05/26/2015,"$3,700,000","$5,400,000",4,Series A,https://enervee.com/business,4
Boll & Branch,https://www.crunchbase.com/organization/boll-branch,"Manufacturing, Commerce and Shopping, Sustainability, Real Estate","Summit, New Jersey, United States","Beautiful bedding with a beautiful story. Made from the finest, ultra-soft organic cotton and the first to be certified #FairTrade","7,689",02/22/2013,Operating,24,"E-Commerce, Organic, Textiles, Home Decor",2,11-50,04/29/2016,"$7,000,000","$7,000,000",1,Series A,https://www.bollandbranch.com,1
Oration,https://www.crunchbase.com/organization/oration,"Software, Health Care, Internet Services","Foster City, California, United States",Oration focuses on enabling large self Insured employers and state payers such as Medicaid to manage their healthcare,"7,738",01/01/2012,Operating,1,"Software, Internet, Health Care, Hospital",1,11-50,12/16/2015,"$11,200,000","$12,200,000",10,Series A,http://www.oration.com/,3
Cyber adAPT,https://www.crunchbase.com/organization/cyber-adapt,"Information Technology, Data and Analytics, Privacy and Security, Mobile","Half Moon Bay, California, United States",Cyber adAPT® provides live analysis of traffic on the wire unlike traditional “behavior”,"7,741",01/01/2014,Operating,17,"Mobile, Network Security, Analytics",,11-50,05/11/2016,"$15,000,000","$15,000,000",5,Series A,http://www.cyberadapt.com,1
Neon Labs,https://www.crunchbase.com/organization/neon-labs,"Data and Analytics, Software, Internet Services","San Francisco, California, United States",Neon provides a visual content performance platform to help customers identify images that improve user click rates.,"7,743",01/01/2012,Operating,8,"Internet, Image Recognition, Software",2,11-50,07/15/2014,"$4,099,999","$4,724,999",5,Series A,http://www.neon-lab.com,2
Zest Health,https://www.crunchbase.com/organization/zest-health,Health Care,"Chicago, Illinois, United States","Zest Health provides a mobile application for consumers, employers, and providers to be more informed health consumers.","7,752",01/01/2013,Operating,11,Health Care,4,11-50,08/04/2015,"$6,000,000","$6,000,000",8,Series A,http://www.zesthealth.com/,2
Apervita,https://www.crunchbase.com/organization/pervasive-health,"Commerce and Shopping, Information Technology, Data and Analytics, Health Care","Chicago, Illinois, United States",Apervita is a platform that enables the digitalization of massive amounts of health analytics at once.,"7,764",01/01/2011,Operating,32,"Health Care, Information Technology, Marketplace, Analytics",1,11-50,01/07/2015,"$18,000,000","$20,993,787",7,Series A,http://www.apervita.com,3
Lantern Credit,https://www.crunchbase.com/organization/neft,"Financial Services, Lending and Investments","Newport Beach, California, United States","Lantern Credit, LLC is a financial technology company working to solve systemic inefficiencies in the consumer credit market.","7,774",01/01/2013,Operating,4,"FinTech, Financial Services, Credit",,11-50,09/10/2015,"$10,000,000","$10,000,000",3,Series A,http://www.lanterncredit.com,1
WelbeHealth,https://www.crunchbase.com/organization/welbehealth,Health Care,"Menlo Park, California, United States","WelbeHealth’s mission is to serve the most vulnerable seniors with quality, compassion, and value.","7,786",,Operating,,Hospital,1,1-10,02/08/2017,"$15,000,000","$16,235,000",4,Series A,http://welbehealth.com/,2
Kaleo Software,https://www.crunchbase.com/organization/kaleo-software,Software,"El Segundo, California, United States",We help companies collect and share expertise with Predictive Knowledge Sharing,"7,792",01/01/2011,Operating,5,"Knowledge Management, Enterprise Software, Collaboration",2,11-50,10/20/2015,"$7,000,000","$8,787,500",11,Series A,http://www.kaleosoftware.com,3
Aisle411,https://www.crunchbase.com/organization/aisle411,"Platforms, Apps, Commerce and Shopping, Navigation and Mapping, Data and Analytics, Software, Sales and Marketing, Internet Services, Mobile, Advertising","St Louis, Missouri, United States","Aisle411, a location services platform, allows retailers to develop searchable store maps to help consumers better navigate through stores.","7,807",01/01/2008,Operating,39,"Retail, Location Based Services, Mobile, iOS, Android, Navigation, Advertising, Apps",1,11-50,09/04/2013,"$6,340,000","$9,740,000",10,Series A,http://www.aisle411.com,5
N Toggle,https://www.crunchbase.com/organization/n-toggle,"Data and Analytics, Software","Boston, Massachusetts, United States",NToggle is a proprietary algorithm-driven software platform that offers efficiency and transparency in programmatic advertising.,"7,824",09/17/2014,Operating,,"Machine Learning, Software",3,11-50,02/03/2015,"$5,600,000","$5,600,000",2,Series A,http://www.ntoggle.com/,1
Quanttus,https://www.crunchbase.com/organization/quanttus,"Sports, Health Care","Mountain View, California, United States",On a mission to deliver vital intelligence that leads to life-changing health outcomes,"7,830",01/01/2012,Operating,14,"Fitness, Health Care, Wellness",3,,02/24/2014,"$19,000,000","$22,000,000",3,Series A,http://quanttus.com,2
CallRail,https://www.crunchbase.com/organization/callrail,"Data and Analytics, Sales and Marketing, Advertising","Atlanta, Georgia, United States",CallRail is a phone call tracking and analytics platform businesses use to understand which marketing campaigns drive leads and conversions.,"7,841",03/01/2011,Operating,24,"Advertising, Small and Medium Businesses, Analytics, Business Intelligence",2,51-100,01/06/2015,"$1,900,000","$1,900,000",5,Series A,https://www.callrail.com,1
ohmygreen,https://www.crunchbase.com/organization/oh-my-green,"Information Technology, Sustainability, Food and Beverage, Data and Analytics, Software","San Mateo, California, United States","We're a data-driven, food-focused wellness platform. Started at Stanford & StartX. Happy customers include Apple, YCombinator, and Twitch.","7,858",01/01/2014,Operating,,"Sustainability, Big Data, Information Technology, Enterprise Software, Analytics, Organic Food",2,51-100,12/01/2016,,"$120,000",8,Series A,http://www.ohmygreen.com,4
TruSTAR Technology,https://www.crunchbase.com/organization/trustar-technology,"Information Technology, Privacy and Security","San Francisco, California, United States",TruSTAR is the first security intelligence exchange platform built to incentivize information sharing.,"7,861",03/01/2014,Operating,1,"Cyber Security, Security",3,11-50,02/09/2017,"$5,000,000","$8,000,000",3,Series A,https://www.trustar.co/,3
Lavu Inc.,https://www.crunchbase.com/organization/poslavu,"Platforms, Apps, Commerce and Shopping, Food and Beverage, Software, Financial Services, Mobile","Albuquerque, New Mexico, United States",Lavu Inc's innovative iPad POS system was created to simplify owning and operating a food and beverage establishment.,"7,881",01/01/2010,Operating,9,"Restaurants, Software, iOS, FinTech, Point of Sale, Apps",2,11-50,06/15/2015,"$15,000,000","$15,000,000",2,Series A,https://www.lavu.com/,1
